transaction_id,sender_id,receiver_id,amount,timestamp,is_flagged,is_fraud
TXN1000055,ACC9900,ACC5956,12747.18,2024-01-06 16:43:00,0,0
TXN1000056,ACC2697,ACC3200,463.28,2024-07-11 13:52:00,1,0
TXN1000057,ACC3546,ACC5462,1090.67,2024-07-24 04:02:00,0,0
TXN1000058,ACC4335,ACC5325,231.41,2024-12-21 17:42:00,0,0
TXN1000059,ACC1832,ACC2512,1967.66,2024-11-04 10:31:00,1,0
TXN1000060,ACC6464,ACC3143,2460.65,2024-07-09 18:00:00,0,0
TXN1000061,ACC8007,ACC1158,1582.8,2024-03-22 11:08:00,1,1
TXN1000062,ACC3442,ACC9938,8822.79,2024-01-27 05:38:00,0,0
TXN1000063,ACC3426,ACC8041,2206.13,2024-04-02 19:16:00,1,1
TXN1000064,ACC1653,ACC6862,1649.01,2024-06-01 23:21:00,0,0
TXN1000065,ACC6794,ACC7658,3912.04,2024-04-22 13:00:00,0,0
TXN1000066,ACC3662,ACC3900,759.49,2024-10-27 05:22:00,1,1
TXN1000067,ACC6442,ACC7745,8102.42,2024-06-29 17:02:00,0,0
TXN1000068,ACC2771,ACC7267,387.38,2024-01-29 04:45:00,0,0
TXN1000069,ACC8541,ACC6728,21670.73,2024-08-10 05:35:00,0,0
TXN1000070,ACC4652,ACC1387,7397.42,2024-05-20 15:11:00,0,0
TXN1000071,ACC2137,ACC5573,1107.7,2024-09-12 16:43:00,0,0
TXN1000072,ACC9785,ACC6425,27.69,2024-01-21 02:21:00,0,0
TXN1000073,ACC3925,ACC5349,8449.48,2024-01-28 20:35:00,0,0
TXN1000074,ACC6139,ACC8149,6135.48,2024-03-25 05:03:00,0,0
TXN1000075,ACC5173,ACC1727,6528.31,2024-11-13 12:39:00,1,1
TXN1000076,ACC9821,ACC4228,7376.07,2024-09-22 05:13:00,0,0
TXN1000077,ACC6409,ACC6143,384.65,2024-03-31 17:59:00,0,0
TXN1000078,ACC6067,ACC7691,2219.46,2024-08-25 12:27:00,0,0
TXN1000079,ACC3085,ACC4143,615.75,2024-11-02 03:49:00,0,0
TXN1000080,ACC3851,ACC5930,9942.65,2024-10-22 16:40:00,1,0
TXN1000081,ACC5700,ACC4443,4881.51,2024-11-09 00:50:00,0,0
TXN1000082,ACC6279,ACC8618,2009.09,2024-11-17 16:46:00,0,0
TXN1000083,ACC8752,ACC3780,328.34,2024-03-02 17:54:00,0,0
TXN1000084,ACC6491,ACC2530,1862.44,2024-06-20 00:37:00,0,0
TXN1000085,ACC4262,ACC3414,1966.57,2024-01-18 18:51:00,1,1
TXN1000086,ACC2193,ACC8461,6539.38,2024-10-28 18:52:00,0,0
TXN1000087,ACC7291,ACC9099,5074.45,2024-10-18 00:26:00,0,0
TXN1000088,ACC1090,ACC2746,10911.26,2024-11-05 13:58:00,0,0
TXN1000089,ACC9486,ACC8611,3195.33,2024-02-06 13:37:00,0,0
TXN1000090,ACC2988,ACC8478,636.86,2024-04-07 02:16:00,0,0
TXN1000091,ACC6198,ACC8251,6245.63,2024-11-06 17:50:00,0,0
TXN1000092,ACC3607,ACC8777,7151.96,2024-11-23 17:32:00,0,0
TXN1000093,ACC5543,ACC9540,4119.44,2024-12-18 20:56:00,0,0
TXN1000094,ACC2269,ACC5681,7369.45,2024-06-19 18:04:00,0,0
TXN1000095,ACC9849,ACC2320,3404.07,2024-04-10 18:15:00,0,0
TXN1000096,ACC3503,ACC4505,3698.39,2024-02-16 18:28:00,0,0
TXN1000097,ACC8633,ACC7812,2789.07,2024-02-15 08:10:00,0,0
TXN1000098,ACC1320,ACC7232,128.74,2024-12-13 07:49:00,1,1
TXN1000099,ACC7389,ACC7865,570.84,2024-06-09 14:11:00,0,0
TXN1000100,ACC8956,ACC1475,159.67,2024-10-10 03:46:00,0,0
TXN1000101,ACC7624,ACC3704,5058.65,2024-12-06 08:14:00,0,0
TXN1000102,ACC9751,ACC1441,1886.98,2024-10-13 22:00:00,0,0
TXN1000103,ACC2375,ACC8022,3552.19,2024-04-08 19:31:00,0,0
TXN1000104,ACC5262,ACC7211,11906.33,2024-08-26 08:54:00,0,0
TXN1000105,ACC7211,ACC5558,1433.69,2024-11-02 23:22:00,1,0
TXN1000106,ACC1317,ACC9837,2641.41,2024-02-07 22:15:00,0,0
TXN1000107,ACC2124,ACC1659,7043.75,2024-01-23 14:17:00,0,0
TXN1000108,ACC1333,ACC3496,1299.03,2024-06-22 16:52:00,0,0
TXN1000109,ACC4571,ACC8619,400.52,2024-07-05 14:10:00,0,0
TXN1000110,ACC2876,ACC3683,1710.7,2024-08-14 11:47:00,1,0
TXN1000111,ACC6111,ACC7149,879.04,2024-10-15 20:02:00,0,0
TXN1000112,ACC4978,ACC2669,13274.75,2024-08-07 14:32:00,0,0
TXN1000113,ACC2983,ACC1672,8254.44,2024-09-09 19:49:00,0,0
TXN1000114,ACC2129,ACC9289,5017.47,2024-09-05 11:26:00,1,1
TXN1000115,ACC9031,ACC2729,10257.6,2024-11-11 16:22:00,0,0
TXN1000116,ACC8532,ACC3506,8139.84,2024-11-13 02:41:00,0,0
TXN1000117,ACC5425,ACC9817,1032.48,2024-12-18 01:43:00,0,0
TXN1000118,ACC5397,ACC6280,11154.07,2024-06-27 18:20:00,1,0
TXN1000119,ACC8385,ACC4995,3875.5,2024-12-04 09:22:00,0,0
TXN1000120,ACC6511,ACC1470,8236.74,2024-12-25 22:37:00,0,0
TXN1000121,ACC4475,ACC6813,11321.21,2024-07-07 03:02:00,0,0
TXN1000122,ACC5526,ACC1166,1913.65,2024-05-19 02:57:00,0,0
TXN1000123,ACC9004,ACC4937,582.96,2024-12-12 16:19:00,0,0
TXN1000124,ACC1282,ACC2524,1293.43,2024-08-02 06:08:00,0,0
TXN1000125,ACC6016,ACC7046,2785.29,2024-12-10 14:49:00,0,0
TXN1000126,ACC6419,ACC6764,8519.15,2024-11-26 09:46:00,0,0
TXN1000127,ACC2976,ACC4155,9856.72,2024-08-17 18:36:00,0,0
TXN1000128,ACC4033,ACC4138,34.88,2024-06-06 13:35:00,0,0
TXN1000129,ACC9595,ACC5636,3574.38,2024-03-14 04:49:00,0,0
TXN1000130,ACC6912,ACC3939,2701.37,2024-08-08 02:30:00,1,1
TXN1000131,ACC5494,ACC1745,1255.84,2024-02-09 16:54:00,0,0
TXN1000132,ACC3068,ACC9042,638.4,2024-03-15 16:50:00,0,0
TXN1000133,ACC8690,ACC8843,2059.54,2024-11-16 17:45:00,0,0
TXN1000134,ACC5136,ACC8827,14315.61,2024-03-24 01:49:00,0,0
TXN1000135,ACC2213,ACC1878,1951.92,2024-04-20 11:37:00,0,0
TXN1000136,ACC5978,ACC2395,3657.26,2024-06-29 17:27:00,0,0
TXN1000137,ACC4697,ACC9561,6070.43,2024-10-03 23:35:00,0,0
TXN1000138,ACC8025,ACC6003,2259.87,2024-02-13 20:36:00,0,0
TXN1000139,ACC4404,ACC4457,17838.99,2024-07-11 17:01:00,0,0
TXN1000140,ACC3847,ACC2229,16410.05,2024-04-23 23:36:00,1,1
TXN1000141,ACC8699,ACC5771,1450.31,2024-01-24 18:25:00,0,0
TXN1000142,ACC8438,ACC2166,3438.3,2024-06-18 23:22:00,0,0
TXN1000143,ACC4241,ACC7965,1789.65,2024-03-24 13:51:00,0,0
TXN1000144,ACC5352,ACC3330,1676.25,2024-02-21 23:58:00,1,1
TXN1000145,ACC5728,ACC8195,187.92,2024-03-31 13:14:00,0,0
TXN1000146,ACC7594,ACC5460,4702.46,2024-12-30 10:23:00,0,0
TXN1000147,ACC1653,ACC8078,3492.6,2024-08-22 16:58:00,1,0
TXN1000148,ACC4750,ACC1339,264.26,2024-07-15 06:02:00,0,0
TXN1000149,ACC3870,ACC8708,1633.13,2024-11-18 00:31:00,0,0
TXN1000150,ACC8141,ACC9056,11944.3,2024-03-07 10:34:00,0,0
TXN1000151,ACC6260,ACC2713,1369.3,2024-04-27 02:37:00,0,0
TXN1000152,ACC5722,ACC7561,782.65,2024-01-27 17:19:00,0,0
TXN1000153,ACC6296,ACC2899,3361.36,2024-10-21 07:28:00,0,0
TXN1000154,ACC1018,ACC9889,21220.18,2024-12-02 09:37:00,0,0
TXN1000155,ACC6927,ACC9167,1385.72,2024-11-17 21:13:00,0,0
TXN1000156,ACC9998,ACC3146,5575.78,2024-07-28 17:40:00,0,0
TXN1000157,ACC2989,ACC1472,7169.44,2024-06-23 06:01:00,0,0
TXN1000158,ACC1224,ACC7684,1356.67,2024-03-08 20:56:00,0,0
TXN1000159,ACC2858,ACC8560,6513.74,2024-03-26 12:52:00,0,0
TXN1000160,ACC5781,ACC9337,2292.61,2024-07-18 02:26:00,0,0
TXN1000161,ACC8736,ACC4993,5002.52,2024-11-28 14:55:00,0,0
TXN1000162,ACC9327,ACC3236,5019.19,2024-02-20 20:01:00,0,0
TXN1000163,ACC7798,ACC6568,3836.93,2024-07-13 13:10:00,0,0
TXN1000164,ACC5891,ACC9022,473.15,2024-04-18 04:53:00,0,0
TXN1000165,ACC6446,ACC9903,9018.22,2024-10-01 16:13:00,0,0
TXN1000166,ACC4090,ACC4912,1934.05,2024-10-05 20:54:00,0,0
TXN1000167,ACC1715,ACC6213,1032.16,2024-12-10 09:51:00,0,0
TXN1000168,ACC7325,ACC3492,208.15,2024-12-26 16:29:00,0,0
TXN1000169,ACC6439,ACC2644,4468.89,2024-11-16 14:54:00,0,0
TXN1000170,ACC1251,ACC3361,5659.26,2024-10-25 12:53:00,0,0
TXN1000171,ACC2225,ACC8692,83.63,2024-07-11 23:36:00,0,0
TXN1000172,ACC2315,ACC6383,3588.15,2024-10-03 17:08:00,0,0
TXN1000173,ACC8994,ACC9864,1284.12,2024-01-27 03:22:00,0,0
TXN1000174,ACC5708,ACC4727,5180.62,2024-03-06 19:29:00,1,0
TXN1000175,ACC2646,ACC8269,958.02,2024-05-01 03:26:00,0,0
TXN1000176,ACC1753,ACC6314,5871.06,2024-02-10 20:45:00,0,0
TXN1000177,ACC3385,ACC5000,2444.79,2024-10-27 01:07:00,0,0
TXN1000178,ACC3785,ACC3868,13801.72,2024-02-27 12:04:00,0,0
TXN1000179,ACC4945,ACC9153,739.72,2024-04-14 05:09:00,0,0
TXN1000180,ACC8529,ACC5183,2085.66,2024-01-07 20:13:00,0,0
TXN1000181,ACC5712,ACC9955,602.22,2024-04-25 00:49:00,1,1
TXN1000182,ACC5901,ACC7951,12930.95,2024-07-01 02:46:00,0,0
TXN1000183,ACC7302,ACC8916,10491.67,2024-03-18 15:54:00,0,0
TXN1000184,ACC5847,ACC5837,1491.64,2024-01-16 23:25:00,0,0
TXN1000185,ACC5497,ACC1132,5393.81,2024-02-05 17:06:00,0,0
TXN1000186,ACC5689,ACC4770,8497.42,2024-09-13 13:15:00,0,0
TXN1000187,ACC5106,ACC3240,4050.66,2024-03-11 18:03:00,0,0
TXN1000188,ACC6061,ACC8222,3771.4,2024-01-25 07:05:00,0,0
TXN1000189,ACC2476,ACC5835,1384.39,2024-08-25 21:49:00,0,0
TXN1000190,ACC3165,ACC9837,488.63,2024-09-23 09:49:00,0,0
TXN1000191,ACC3695,ACC5210,11375.62,2024-12-16 20:54:00,0,0
TXN1000192,ACC6549,ACC2886,11533.87,2024-12-07 00:41:00,0,0
TXN1000193,ACC4696,ACC7511,5013.35,2024-09-23 08:22:00,0,0
TXN1000194,ACC5332,ACC9791,2070.23,2024-03-30 23:52:00,0,0
TXN1000195,ACC5295,ACC7242,2147.84,2024-09-27 11:58:00,0,0
TXN1000196,ACC1410,ACC6374,6472.33,2024-06-10 04:40:00,0,0
TXN1000197,ACC8606,ACC5951,11370.49,2024-10-24 07:29:00,1,0
TXN1000198,ACC1609,ACC5986,10905.66,2024-12-24 17:14:00,0,0
TXN1000199,ACC9807,ACC3222,7567.81,2024-10-10 00:04:00,0,0
TXN1000200,ACC9850,ACC7866,5136.55,2024-04-22 12:29:00,0,0
TXN1000201,ACC9017,ACC7686,439.46,2024-07-22 16:48:00,1,1
TXN1000202,ACC8264,ACC8285,881.47,2024-06-20 22:22:00,1,0
TXN1000203,ACC7018,ACC9920,11441.15,2024-09-18 04:16:00,1,1
TXN1000204,ACC3001,ACC8450,4662.47,2024-03-07 18:06:00,0,0
TXN1000205,ACC1349,ACC1828,46.2,2024-08-30 20:29:00,0,0
TXN1000206,ACC4362,ACC2124,534.98,2024-05-30 20:20:00,0,0
TXN1000207,ACC4817,ACC6383,5445.81,2024-04-17 10:41:00,0,0
TXN1000208,ACC5542,ACC3370,25.37,2024-04-04 15:46:00,0,0
TXN1000209,ACC2801,ACC1422,876.58,2024-04-05 23:25:00,1,1
TXN1000210,ACC4898,ACC6304,3978.49,2024-01-12 11:47:00,1,0
TXN1000211,ACC7897,ACC9619,5886.58,2024-03-23 18:09:00,0,0
TXN1000212,ACC6931,ACC9408,5277.21,2024-03-20 09:51:00,0,0
TXN1000213,ACC1710,ACC9543,1269.75,2024-08-07 15:22:00,0,0
TXN1000214,ACC1996,ACC8847,6227.09,2024-10-19 10:46:00,1,0
TXN1000215,ACC8267,ACC2204,1354.12,2024-02-28 19:54:00,0,0
TXN1000216,ACC3067,ACC5505,1968.17,2024-08-24 19:01:00,0,0
TXN1000217,ACC5831,ACC8433,6861.79,2024-11-09 06:16:00,0,0
TXN1000218,ACC4522,ACC8046,5243.87,2024-11-24 19:29:00,0,0
TXN1000219,ACC8430,ACC7532,9459.78,2024-10-29 21:56:00,0,0
TXN1000220,ACC6120,ACC5176,5359.07,2024-09-29 13:23:00,0,0
TXN1000221,ACC8770,ACC2099,4200.22,2024-03-07 10:16:00,1,0
TXN1000222,ACC2582,ACC7105,491.79,2024-04-04 17:55:00,0,0
TXN1000223,ACC6400,ACC3002,2292.08,2024-10-26 03:24:00,0,0
TXN1000224,ACC7929,ACC1842,1540.8,2024-07-28 10:41:00,0,0
TXN1000225,ACC9313,ACC4485,1398.5,2024-04-22 16:06:00,0,0
TXN1000226,ACC2773,ACC6736,18061.55,2024-09-24 15:35:00,0,0
TXN1000227,ACC4705,ACC8030,2496.94,2024-01-20 02:49:00,0,0
TXN1000228,ACC5381,ACC1474,11130.28,2024-05-11 08:59:00,0,0
TXN1000229,ACC6567,ACC6751,4986.67,2024-01-05 10:42:00,0,0
TXN1000230,ACC7566,ACC2140,7919.13,2024-04-13 07:26:00,0,0
TXN1000231,ACC2503,ACC9691,3492.18,2024-06-05 15:43:00,0,0
TXN1000232,ACC3578,ACC7062,4300.78,2024-08-14 22:15:00,0,0
TXN1000233,ACC2391,ACC1861,3391.47,2024-04-23 06:57:00,0,0
TXN1000234,ACC2336,ACC5458,1086.07,2024-11-18 15:57:00,0,0
TXN1000235,ACC8242,ACC7785,6408.81,2024-07-17 21:56:00,0,0
TXN1000236,ACC6655,ACC8043,1647.89,2024-03-21 17:56:00,0,0
TXN1000237,ACC8972,ACC9633,123.08,2024-08-12 14:01:00,1,1
TXN1000238,ACC1897,ACC1125,5184.84,2024-05-28 20:33:00,0,0
TXN1000239,ACC3248,ACC5186,974.67,2024-07-29 18:27:00,1,0
TXN1000240,ACC8055,ACC3878,14105.42,2024-04-04 01:41:00,0,0
TXN1000241,ACC9196,ACC6802,15387.81,2024-02-22 11:36:00,0,0
TXN1000242,ACC8147,ACC1307,12317.55,2024-11-30 18:47:00,0,0
TXN1000243,ACC8033,ACC7626,2311.44,2024-10-31 03:43:00,0,0
TXN1000244,ACC6321,ACC3815,77.89,2024-12-01 00:46:00,0,0
TXN1000245,ACC2443,ACC8155,13177.62,2024-03-18 02:05:00,0,0
TXN1000246,ACC9584,ACC2288,2794.69,2024-10-15 04:31:00,0,0
TXN1000247,ACC4630,ACC6456,17004.21,2024-05-02 10:19:00,1,1
TXN1000248,ACC9693,ACC9355,16568.68,2024-05-21 04:42:00,0,0
TXN1000249,ACC3419,ACC4871,9586.94,2024-03-15 20:38:00,0,0
TXN1000250,ACC3504,ACC2234,1743.88,2024-05-08 23:51:00,0,0
TXN1000251,ACC8601,ACC8354,2431.46,2024-08-23 08:28:00,0,0
TXN1000252,ACC3473,ACC8205,9523.63,2024-02-19 17:23:00,0,0
TXN1000253,ACC5500,ACC1920,1905.73,2024-09-13 06:38:00,0,0
TXN1000254,ACC8404,ACC1616,928.59,2024-02-11 10:13:00,0,0
TXN1000255,ACC2479,ACC9307,4068.68,2024-10-06 23:19:00,0,0
TXN1000256,ACC1672,ACC8368,13756.47,2024-05-17 01:43:00,0,0
TXN1000257,ACC3471,ACC2013,5954.13,2024-11-24 01:27:00,0,0
TXN1000258,ACC6626,ACC2381,4220.56,2024-05-05 15:41:00,1,1
TXN1000259,ACC8199,ACC9586,511.14,2024-04-25 14:17:00,0,0
TXN1000260,ACC7347,ACC7697,4772.65,2024-09-03 09:23:00,1,0
TXN1000261,ACC6482,ACC2079,23052.85,2024-08-28 01:45:00,0,0
TXN1000262,ACC5655,ACC5128,754.6,2024-04-19 11:57:00,0,0
TXN1000263,ACC3317,ACC6731,3652.48,2024-08-13 21:41:00,0,0
TXN1000264,ACC7421,ACC3112,10493.04,2024-03-02 16:34:00,0,0
TXN1000265,ACC6381,ACC3093,6750.17,2024-03-09 01:12:00,0,0
TXN1000266,ACC6928,ACC1298,5970.37,2024-09-21 00:51:00,0,0
TXN1000267,ACC6598,ACC8967,6061.44,2024-05-19 19:32:00,0,0
TXN1000268,ACC2264,ACC5846,2227.46,2024-03-14 15:33:00,0,0
TXN1000269,ACC9626,ACC1618,1737.81,2024-09-02 05:23:00,0,0
TXN1000270,ACC7172,ACC3527,8286.87,2024-04-28 03:28:00,0,0
TXN1000271,ACC3712,ACC8170,8306.64,2024-02-01 19:34:00,0,0
TXN1000272,ACC4891,ACC8277,10089.75,2024-07-26 11:28:00,0,0
TXN1000273,ACC4833,ACC9749,12223.08,2024-06-23 03:46:00,0,0
TXN1000274,ACC8684,ACC4178,3580.47,2024-09-24 20:29:00,0,0
TXN1000275,ACC8218,ACC8564,3480.92,2024-07-24 04:19:00,0,0
TXN1000276,ACC7859,ACC3655,8004.75,2024-05-25 09:58:00,0,0
TXN1000277,ACC5096,ACC1854,5248.6,2024-12-15 22:55:00,0,0
TXN1000278,ACC2680,ACC9452,6052.75,2024-03-31 18:54:00,0,0
TXN1000279,ACC5469,ACC8361,7943.1,2024-04-17 07:06:00,1,0
TXN1000280,ACC4637,ACC8391,11036.62,2024-09-11 13:26:00,0,0
TXN1000281,ACC7495,ACC9224,2062.41,2024-09-29 07:27:00,0,0
TXN1000282,ACC7142,ACC4678,2354.68,2024-01-21 12:36:00,1,0
TXN1000283,ACC6493,ACC3392,493.48,2024-04-10 04:43:00,1,1
TXN1000284,ACC8740,ACC3273,4317.07,2024-12-07 14:17:00,1,0
TXN1000285,ACC2298,ACC1311,183.02,2024-07-05 08:35:00,0,0
TXN1000286,ACC9647,ACC7934,3133.03,2024-03-21 23:07:00,0,0
TXN1000287,ACC2996,ACC1782,3911.47,2024-06-22 15:01:00,0,0
TXN1000288,ACC8489,ACC2029,1688.15,2024-03-21 17:22:00,0,0
TXN1000289,ACC9782,ACC1269,4468.16,2024-06-25 04:10:00,0,0
TXN1000290,ACC1025,ACC6780,154.88,2024-06-24 04:09:00,0,0
TXN1000291,ACC2402,ACC9576,190.32,2024-09-19 14:00:00,1,1
TXN1000292,ACC9312,ACC9316,8646.76,2024-01-15 19:22:00,0,0
TXN1000293,ACC7338,ACC7116,2232.93,2024-07-03 16:51:00,0,0
TXN1000294,ACC2106,ACC6649,679.45,2024-06-24 13:58:00,0,0
TXN1000295,ACC6447,ACC3185,3693.27,2024-02-02 06:49:00,0,0
TXN1000296,ACC3868,ACC8612,7348.24,2024-12-14 10:56:00,0,0
TXN1000297,ACC2033,ACC8498,1215.59,2024-01-27 22:20:00,1,0
TXN1000298,ACC4268,ACC1686,4876.1,2024-08-17 19:26:00,0,0
TXN1000299,ACC9897,ACC8756,446.06,2024-07-03 10:58:00,1,1
TXN1000300,ACC5687,ACC6848,265.33,2024-02-04 19:26:00,0,0
TXN1000301,ACC3039,ACC7029,3789.54,2024-11-14 04:16:00,0,0
TXN1000302,ACC7334,ACC6554,3889.55,2024-05-16 00:52:00,0,0
TXN1000303,ACC9507,ACC5369,5072.69,2024-03-01 03:44:00,1,0
TXN1000304,ACC3956,ACC9937,6474.8,2024-08-01 21:56:00,1,0
TXN1000305,ACC5843,ACC6021,18617.79,2024-11-20 16:56:00,0,0
TXN1000306,ACC8272,ACC6759,3631.46,2024-11-21 14:09:00,1,1
TXN1000307,ACC6776,ACC8126,1950.1,2024-07-18 22:12:00,0,0
TXN1000308,ACC1939,ACC2229,7928.27,2024-10-22 19:02:00,0,0
TXN1000309,ACC3621,ACC1510,1579.26,2024-04-13 23:15:00,0,0
TXN1000310,ACC8179,ACC1570,2889.92,2024-04-01 22:01:00,1,1
TXN1000311,ACC7001,ACC6933,408.53,2024-10-05 18:51:00,1,0
TXN1000312,ACC3513,ACC8371,128.39,2024-09-27 03:04:00,0,0
TXN1000313,ACC3255,ACC9674,16436.9,2024-09-24 04:54:00,0,0
TXN1000314,ACC5089,ACC2858,9038.84,2024-01-19 20:52:00,0,0
TXN1000315,ACC7340,ACC2929,5953.21,2024-07-09 14:52:00,0,0
TXN1000316,ACC4515,ACC5678,2629.3,2024-12-23 16:20:00,0,0
TXN1000317,ACC2213,ACC8406,951.53,2024-05-05 17:23:00,0,0
TXN1000318,ACC2438,ACC6236,850.6,2024-09-09 23:41:00,0,0
TXN1000319,ACC5757,ACC5914,1440.03,2024-04-24 16:36:00,0,0
TXN1000320,ACC3852,ACC6922,3983.95,2024-06-12 06:54:00,0,0
TXN1000321,ACC3275,ACC4878,6269.25,2024-12-25 17:39:00,1,1
TXN1000322,ACC7044,ACC8657,5396.95,2024-04-04 11:54:00,1,0
TXN1000323,ACC6067,ACC7523,1642.06,2024-12-14 13:16:00,0,0
TXN1000324,ACC2208,ACC3053,15490.52,2024-08-18 20:27:00,0,0
TXN1000325,ACC9476,ACC6644,6695.09,2024-04-03 10:48:00,0,0
TXN1000326,ACC3981,ACC3114,4041.15,2024-11-11 00:33:00,0,0
TXN1000327,ACC3034,ACC9488,4730.15,2024-04-21 10:08:00,0,0
TXN1000328,ACC4694,ACC6669,2720.19,2024-07-25 20:06:00,0,0
TXN1000329,ACC5496,ACC3050,1423.31,2024-08-08 12:14:00,1,0
TXN1000330,ACC3762,ACC3526,2200.07,2024-05-04 15:56:00,0,0
TXN1000331,ACC6531,ACC1674,7090.91,2024-01-21 15:51:00,0,0
TXN1000332,ACC5336,ACC4453,72.49,2024-10-30 08:22:00,1,0
TXN1000333,ACC9938,ACC5745,616.9,2024-08-07 23:28:00,0,0
TXN1000334,ACC7653,ACC5873,235.47,2024-11-26 06:15:00,1,1
TXN1000335,ACC8202,ACC7809,207.91,2024-12-18 14:54:00,0,0
TXN1000336,ACC3353,ACC6121,9671.02,2024-08-20 12:27:00,0,0
TXN1000337,ACC7532,ACC3142,6081.2,2024-09-26 19:39:00,1,0
TXN1000338,ACC4960,ACC8642,3213.92,2024-03-30 05:13:00,0,0
TXN1000339,ACC2586,ACC1829,514.78,2024-07-30 07:49:00,0,0
TXN1000340,ACC7850,ACC5067,3382.59,2024-04-26 06:57:00,0,0
