transaction_id,sender_id,receiver_id,amount,timestamp
T7883,A00136,MULE005,9550.81,2026-01-18 07:23:00
T8609,MULE011,MULE014,8778.0,2026-01-06 08:41:00
T10183,MULE011,MULE019,8508.0,2026-01-21 20:02:00
T8331,MULE002,MULE020,8756.0,2026-01-02 12:35:00
T11142,SHELL005,A00277,7819.45,2026-01-23 18:44:00
T6946,A00099,A00131,281.49,2026-01-04 08:08:00
T1513,A00086,A00093,2794.83,2026-01-23 23:15:00
T3493,A00380,A00173,4188.18,2026-01-02 15:52:00
T4920,A00371,A00064,361.66,2026-01-17 20:45:00
T5305,A00225,A00006,2741.59,2026-01-03 19:24:00
T11317,MULE018,SHELL004,1099.71,2026-01-19 03:57:00
T4476,A00012,A00278,3848.77,2026-01-10 08:03:00
T9654,MULE017,MULE003,8970.0,2026-01-04 23:48:00
T380,A00081,A00387,3127.41,2026-01-04 17:06:00
T745,A00372,A00287,4535.52,2026-01-12 01:08:00
T10690,MULE010,MULE011,8459.0,2026-01-04 09:48:00
T2128,A00378,A00168,2320.98,2026-01-02 05:52:00
T5653,A00035,A00181,4543.83,2026-01-24 20:49:00
T12495,MULE017,SHELL015,753.19,2026-01-15 17:01:00
T2629,A00074,A00138,3768.78,2026-01-19 02:41:00
T7054,A00329,MULE004,9563.1,2026-01-08 11:04:00
T2535,A00358,A00372,3639.81,2026-01-10 21:18:00
T8722,MULE020,MULE011,8658.0,2026-01-22 01:00:00
T3572,A00290,A00238,531.99,2026-01-05 02:55:00
T6182,A00290,A00055,1845.58,2026-01-22 18:30:00
T4044,A00060,A00343,2816.86,2026-01-16 09:33:00
T4660,A00388,A00222,607.49,2026-01-24 07:41:00
T3979,A00152,A00388,2843.61,2026-01-09 02:19:00
T3298,A00397,A00101,2717.51,2026-01-18 06:23:00
T305,A00047,A00152,1700.92,2026-01-19 21:50:00
T2349,A00047,A00059,4900.95,2026-01-25 15:46:00
T9221,MULE011,MULE008,8625.0,2026-01-21 09:44:00
T1108,A00306,A00269,1755.39,2026-01-07 02:08:00
T10598,MULE013,MULE005,8233.0,2026-01-16 03:38:00
T5501,A00008,A00271,1246.99,2026-01-20 17:26:00
T3099,A00288,A00143,3609.7,2026-01-04 09:43:00
T10456,MULE010,MULE002,8193.0,2026-01-12 00:17:00
T4163,A00263,A00144,4911.98,2026-01-02 01:36:00
T648,A00216,A00192,4965.0,2026-01-18 09:46:00
T5796,A00196,A00020,583.48,2026-01-23 08:43:00
T11045,MULE008,SHELL007,682.11,2026-01-24 02:50:00
T11366,SHELL002,A00155,5781.62,2026-01-26 18:53:00
T12588,SHELL002,A00225,3907.85,2026-01-16 14:05:00
T5265,A00207,A00213,2185.26,2026-01-15 03:15:00
T3316,A00126,A00270,4475.59,2026-01-15 12:16:00
T2617,A00377,A00127,1287.53,2026-01-02 13:41:00
T8433,MULE002,MULE020,8983.0,2026-01-25 06:02:00
T7600,A00031,MULE005,9131.91,2026-01-04 03:38:00
T7996,A00058,MULE020,9396.39,2026-01-25 04:56:00
T10669,MULE003,MULE016,8862.0,2026-01-20 19:16:00
T9636,MULE009,MULE005,8712.0,2026-01-05 12:11:00
T12930,SHELL007,A00202,4953.41,2026-01-01 17:57:00
T2885,A00036,A00074,453.04,2026-01-12 03:52:00
T12281,MULE007,SHELL008,1211.74,2026-01-17 02:20:00
T11023,MULE007,SHELL006,1335.58,2026-01-26 10:01:00
T7056,A00124,MULE007,9189.46,2026-01-07 12:54:00
T8553,MULE017,MULE019,8747.0,2026-01-12 04:34:00
T1840,A00033,A00055,659.48,2026-01-28 01:52:00
T6408,A00201,A00073,265.04,2026-01-16 18:38:00
T6348,A00275,A00298,4618.72,2026-01-05 03:18:00
T4992,A00068,A00240,2529.17,2026-01-27 02:20:00
T9681,MULE008,MULE001,8194.0,2026-01-19 19:36:00
T7609,A00043,MULE010,9844.96,2026-01-28 14:12:00
T5387,A00293,A00231,3934.33,2026-01-15 00:59:00
T3510,A00366,A00191,2644.96,2026-01-12 10:25:00
T7700,A00362,MULE005,9544.89,2026-01-12 05:41:00
T9120,MULE007,MULE020,8586.0,2026-01-17 22:49:00
T8881,MULE020,MULE013,8574.0,2026-01-30 21:22:00
T9559,MULE019,MULE009,8520.0,2026-01-24 12:26:00
T2454,A00090,A00113,4438.37,2026-01-08 22:21:00
T1744,A00069,A00006,451.56,2026-01-01 17:09:00
T10085,MULE005,MULE009,8711.0,2026-01-16 14:15:00
T4097,A00322,A00100,1745.85,2026-01-20 23:21:00
T9624,MULE011,MULE001,8714.0,2026-01-27 17:38:00
T8164,MULE006,MULE019,8036.0,2026-01-08 22:36:00
T5492,A00045,A00363,542.45,2026-01-11 05:32:00
T4084,A00134,A00056,3828.85,2026-01-18 23:20:00
T10053,MULE004,MULE001,8229.0,2026-01-02 03:11:00
T4505,A00284,A00390,1907.76,2026-01-09 03:25:00
T8403,MULE008,MULE012,8550.0,2026-01-19 11:46:00
T48,A00217,A00109,4651.68,2026-01-10 03:42:00
T100,A00280,A00019,4189.52,2026-01-27 12:15:00
T11828,SHELL010,A00311,8086.75,2026-01-01 17:38:00
T1086,A00336,A00046,1189.04,2026-01-11 03:56:00
T9743,MULE005,MULE003,8260.0,2026-01-04 21:12:00
T3520,A00177,A00322,169.23,2026-01-09 18:24:00
T6267,A00053,A00135,3205.42,2026-01-13 07:33:00
T10893,MULE011,MULE012,8247.0,2026-01-21 02:31:00
T11605,MULE013,SHELL003,1061.11,2026-01-01 21:48:00
T400,A00203,A00159,3754.44,2026-01-11 02:00:00
T11615,MULE015,SHELL016,1284.89,2026-01-27 18:59:00
T8979,MULE009,MULE018,8600.0,2026-01-14 19:28:00
T4337,A00045,A00309,1340.68,2026-01-07 06:20:00
T64,A00237,A00128,4384.98,2026-01-04 10:20:00
T3478,A00155,A00141,2348.64,2026-01-05 12:52:00
T2747,A00357,A00331,1043.87,2026-01-17 22:28:00
T5157,A00167,A00335,1882.09,2026-01-12 03:04:00
T8026,MULE004,MULE015,8713.0,2026-01-19 05:25:00
T12066,SHELL020,A00225,4218.48,2026-01-29 07:25:00
T2597,A00311,A00128,1585.19,2026-01-27 05:36:00
T2657,A00377,A00167,3421.85,2026-01-11 15:06:00
T3155,A00359,A00367,2082.34,2026-01-18 21:08:00
T11216,SHELL016,A00091,7224.69,2026-01-23 09:48:00
T3752,A00332,A00087,4366.83,2026-01-22 22:31:00
T11449,MULE001,SHELL008,1060.52,2026-01-08 17:12:00
T12027,MULE007,SHELL009,1021.93,2026-01-26 21:46:00
T2877,A00113,A00167,1417.09,2026-01-27 11:19:00
T1796,A00372,A00146,1334.29,2026-01-02 13:10:00
T8841,MULE004,MULE018,8087.0,2026-01-10 17:33:00
T6251,A00127,A00202,4786.94,2026-01-28 22:02:00
T1951,A00114,A00393,1461.84,2026-01-02 00:37:00
T9030,MULE006,MULE010,8167.0,2026-01-11 13:13:00
T6400,A00298,A00361,1439.36,2026-01-19 09:44:00
T9108,MULE003,MULE002,8415.0,2026-01-19 21:20:00
T2523,A00142,A00104,136.47,2026-01-07 11:51:00
T12926,SHELL006,A00108,3043.63,2026-01-25 18:36:00
T773,A00331,A00347,3269.04,2026-01-16 02:11:00
T11228,SHELL001,A00017,3213.42,2026-01-05 20:04:00
T2520,A00159,A00222,4107.69,2026-01-22 14:35:00
T6422,A00288,A00125,2659.62,2026-01-21 20:33:00
T11990,SHELL005,A00191,5098.97,2026-01-14 12:33:00
T8277,MULE011,MULE003,8001.0,2026-01-14 09:04:00
T7524,A00345,MULE008,9464.19,2026-01-27 15:10:00
T4210,A00190,A00256,1571.21,2026-01-23 06:12:00
T1731,A00200,A00316,2931.86,2026-01-09 21:43:00
T7978,A00203,MULE012,9338.09,2026-01-06 05:29:00
T4481,A00308,A00358,3448.06,2026-01-08 15:55:00
T11293,MULE017,SHELL008,951.96,2026-01-10 08:58:00
T8365,MULE001,MULE009,8737.0,2026-01-27 13:23:00
T4882,A00269,A00007,1297.49,2026-01-18 04:06:00
T3132,A00240,A00198,1020.8,2026-01-05 18:10:00
T4238,A00066,A00165,3929.82,2026-01-27 01:04:00
T2185,A00202,A00192,2992.66,2026-01-05 19:51:00
T9858,MULE008,MULE003,8282.0,2026-01-25 04:33:00
T2413,A00304,A00321,4681.8,2026-01-12 09:30:00
T1965,A00210,A00328,4580.61,2026-01-19 20:45:00
T11758,SHELL006,A00006,9815.62,2026-01-08 05:35:00
T3575,A00006,A00112,3225.93,2026-01-21 22:49:00
T2981,A00333,A00072,4705.16,2026-01-26 21:12:00
T5390,A00125,A00190,1364.63,2026-01-19 09:45:00
T361,A00067,A00285,393.91,2026-01-26 13:24:00
T10886,MULE014,MULE019,8252.0,2026-01-27 13:25:00
T8080,MULE014,MULE008,8696.0,2026-01-27 16:03:00
T4191,A00241,A00148,3684.67,2026-01-27 22:24:00
T2086,A00138,A00327,2710.32,2026-01-28 23:06:00
T6633,A00398,A00154,4422.37,2026-01-11 20:10:00
T9553,MULE015,MULE010,8973.0,2026-01-19 04:54:00
T9080,MULE018,MULE019,8830.0,2026-01-24 20:52:00
T8481,MULE005,MULE014,8947.0,2026-01-06 17:33:00
T5156,A00284,A00282,804.98,2026-01-08 13:55:00
T1521,A00146,A00306,179.88,2026-01-07 03:32:00
T4739,A00388,A00343,4663.72,2026-01-28 22:12:00
T7415,A00085,MULE013,9841.61,2026-01-14 11:53:00
T2964,A00013,A00301,4000.74,2026-01-22 16:57:00
T4128,A00232,A00154,4532.91,2026-01-29 09:07:00
T885,A00391,A00333,3437.17,2026-01-04 00:12:00
T10466,MULE003,MULE019,8180.0,2026-01-02 18:21:00
T2866,A00274,A00060,106.86,2026-01-16 19:31:00
T7709,A00175,MULE007,9157.43,2026-01-22 00:39:00
T11947,MULE014,SHELL004,812.67,2026-01-26 23:32:00
T7608,A00213,MULE008,9910.7,2026-01-04 19:31:00
T12894,SHELL017,A00324,8495.31,2026-01-22 21:49:00
T2345,A00228,A00044,4053.91,2026-01-28 14:50:00
T10009,MULE018,MULE012,8254.0,2026-01-12 16:21:00
T3345,A00092,A00228,2367.35,2026-01-21 00:29:00
T3845,A00097,A00396,826.59,2026-01-15 00:56:00
T5569,A00154,A00278,2566.56,2026-01-25 21:38:00
T7755,A00197,MULE008,9969.33,2026-01-23 23:59:00
T4166,A00230,A00222,1753.84,2026-01-13 10:00:00
T8053,MULE004,MULE020,8611.0,2026-01-28 16:58:00
T2743,A00196,A00333,4527.93,2026-01-19 04:58:00
T7274,A00242,MULE009,9388.39,2026-01-06 13:37:00
T8605,MULE020,MULE010,8994.0,2026-01-18 13:21:00
T10057,MULE020,MULE014,8043.0,2026-01-26 10:49:00
T1329,A00051,A00218,756.03,2026-01-22 17:09:00
T7230,A00115,MULE009,9904.38,2026-01-24 06:33:00
T6331,A00281,A00036,2422.41,2026-01-01 06:52:00
T7038,A00092,MULE009,9301.92,2026-01-10 12:29:00
T7407,A00049,MULE009,9535.77,2026-01-20 06:41:00
T7943,A00381,MULE017,9243.79,2026-01-23 11:58:00
T182,A00036,A00260,3272.96,2026-01-01 13:49:00
T11846,SHELL016,A00131,4295.88,2026-01-06 21:40:00
T5505,A00190,A00303,2200.9,2026-01-17 12:30:00
T8636,MULE018,MULE013,8049.0,2026-01-24 15:52:00
T4581,A00378,A00005,835.23,2026-01-20 12:04:00
T9670,MULE012,MULE011,8742.0,2026-01-04 04:41:00
T742,A00014,A00046,1834.18,2026-01-05 05:39:00
T6464,A00257,A00258,4050.83,2026-01-03 22:44:00
T3446,A00167,A00127,3345.85,2026-01-06 06:30:00
T7873,A00180,MULE004,9353.99,2026-01-07 00:53:00
T3367,A00303,A00014,620.54,2026-01-10 14:59:00
T7029,A00152,MULE015,9862.83,2026-01-08 00:29:00
T11235,MULE013,SHELL009,1204.04,2026-01-29 14:51:00
T9674,MULE003,MULE005,8790.0,2026-01-07 04:46:00
T36,A00058,A00151,2230.35,2026-01-21 15:35:00
T10512,MULE014,MULE013,8055.0,2026-01-14 16:06:00
T7581,A00095,MULE011,9376.2,2026-01-13 18:40:00
T5036,A00260,A00150,3277.02,2026-01-14 13:38:00
T12513,MULE004,SHELL001,1309.0,2026-01-19 19:20:00
T3705,A00089,A00350,4545.68,2026-01-18 10:43:00
T8125,MULE010,MULE001,8723.0,2026-01-14 21:49:00
T5520,A00224,A00137,967.43,2026-01-07 09:54:00
T5258,A00255,A00016,1102.35,2026-01-26 13:02:00
T10220,MULE001,MULE009,8898.0,2026-01-07 17:26:00
T2508,A00294,A00201,4902.84,2026-01-10 07:02:00
T10724,MULE012,MULE019,8819.0,2026-01-14 17:50:00
T9991,MULE004,MULE016,8257.0,2026-01-09 20:30:00
T3276,A00225,A00219,3164.81,2026-01-04 05:24:00
T6349,A00088,A00221,2748.41,2026-01-19 09:56:00
T8100,MULE009,MULE011,8096.0,2026-01-15 06:55:00
T7935,A00165,MULE015,9217.61,2026-01-21 22:59:00
T7800,A00210,MULE008,9432.01,2026-01-24 22:29:00
T3194,A00003,A00221,1826.05,2026-01-01 00:42:00
T6888,A00385,A00284,3700.54,2026-01-19 04:42:00
T6661,A00039,A00360,1222.49,2026-01-22 22:03:00
T5490,A00217,A00138,550.93,2026-01-01 14:14:00
T6154,A00317,A00178,2822.86,2026-01-15 14:52:00
T6492,A00085,A00362,684.96,2026-01-22 12:08:00
T4677,A00357,A00133,4096.9,2026-01-07 23:09:00
T11357,MULE012,SHELL009,1304.31,2026-01-10 11:42:00
T1324,A00338,A00067,4519.73,2026-01-25 13:02:00
T10989,MULE019,MULE002,8488.0,2026-01-19 07:29:00
T4809,A00043,A00166,908.13,2026-01-29 23:49:00
T5748,A00081,A00213,4101.23,2026-01-14 16:46:00
T5002,A00073,A00238,3730.49,2026-01-23 17:45:00
T9020,MULE014,MULE019,8147.0,2026-01-23 14:51:00
T7321,A00154,MULE016,9754.27,2026-01-11 14:57:00
T1158,A00170,A00143,346.72,2026-01-11 03:15:00
T6753,A00353,A00240,947.49,2026-01-24 11:18:00
T11032,SHELL007,A00245,7365.25,2026-01-23 13:47:00
T5951,A00030,A00225,4090.19,2026-01-19 19:44:00
T7247,A00027,MULE004,9751.79,2026-01-11 07:44:00
T9489,MULE005,MULE011,8979.0,2026-01-30 22:28:00
T4013,A00209,A00074,3854.87,2026-01-27 17:01:00
T1635,A00143,A00318,3180.31,2026-01-10 10:47:00
T312,A00286,A00188,542.48,2026-01-18 22:58:00
T291,A00227,A00177,4939.49,2026-01-14 14:45:00
T9591,MULE008,MULE001,8318.0,2026-01-29 02:08:00
T10597,MULE002,MULE013,8233.0,2026-01-21 19:34:00
T3939,A00037,A00387,4561.48,2026-01-16 12:52:00
T8914,MULE013,MULE005,8799.0,2026-01-08 19:43:00
T11436,SHELL003,A00321,8873.32,2026-01-11 03:38:00
T3061,A00043,A00074,3174.45,2026-01-30 01:17:00
T6625,A00302,A00251,1397.4,2026-01-29 12:24:00
T386,A00113,A00203,4923.78,2026-01-03 11:50:00
T8036,MULE011,MULE015,8165.0,2026-01-23 07:34:00
T12239,MULE013,SHELL014,605.75,2026-01-12 05:51:00
T9423,MULE008,MULE011,8629.0,2026-01-14 23:33:00
T11178,SHELL004,A00160,11569.31,2026-01-10 22:29:00
T10459,MULE006,MULE010,8899.0,2026-01-01 10:29:00
T5213,A00180,A00370,1964.43,2026-01-04 00:06:00
T5124,A00217,A00230,4504.46,2026-01-21 01:45:00
T7744,A00172,MULE016,9787.8,2026-01-27 16:52:00
T11722,SHELL017,A00175,11824.04,2026-01-15 23:04:00
T8996,MULE012,MULE010,8296.0,2026-01-16 12:55:00
T6052,A00204,A00274,3517.78,2026-01-08 11:08:00
T6058,A00278,A00385,4153.04,2026-01-19 07:37:00
T4697,A00095,A00333,4599.0,2026-01-05 17:27:00
T7691,A00188,MULE017,9926.92,2026-01-20 07:26:00
T4827,A00121,A00212,831.44,2026-01-13 06:16:00
T8664,MULE012,MULE014,8756.0,2026-01-29 12:20:00
T5573,A00172,A00028,2283.03,2026-01-21 05:19:00
T10880,MULE002,MULE017,8412.0,2026-01-11 03:44:00
T8635,MULE014,MULE018,8049.0,2026-01-29 14:24:00
T9488,MULE004,MULE017,8850.0,2026-01-29 00:26:00
T2983,A00206,A00210,4299.3,2026-01-06 20:53:00
T11596,SHELL012,A00361,9918.48,2026-01-07 19:00:00
T7594,A00216,MULE014,9339.64,2026-01-16 16:23:00
T12313,MULE019,SHELL011,1103.46,2026-01-22 07:00:00
T11007,MULE004,SHELL008,813.8,2026-01-02 04:18:00
T4926,A00085,A00207,3805.47,2026-01-27 01:38:00
T4254,A00217,A00359,4111.07,2026-01-01 11:55:00
T10359,MULE005,MULE006,8352.0,2026-01-21 09:30:00
T4585,A00348,A00352,4598.61,2026-01-17 06:12:00
T5096,A00357,A00303,2666.23,2026-01-26 13:17:00
T10516,MULE001,MULE007,8707.0,2026-01-26 15:08:00
T4258,A00229,A00321,1971.9,2026-01-08 03:27:00
T12510,SHELL013,A00087,7053.61,2026-01-04 05:33:00
T6183,A00097,A00150,1468.16,2026-01-18 08:43:00
T10157,MULE020,MULE006,8033.0,2026-01-08 20:01:00
T12068,SHELL013,A00066,7097.88,2026-01-05 18:00:00
T3129,A00338,A00332,3702.81,2026-01-10 08:53:00
T2035,A00304,A00140,3805.88,2026-01-30 07:14:00
T6278,A00252,A00064,2322.21,2026-01-09 22:40:00
T174,A00393,A00189,922.17,2026-01-28 15:16:00
T9696,MULE013,MULE015,8179.0,2026-01-18 07:38:00
T5708,A00310,A00193,919.65,2026-01-09 15:16:00
T1198,A00147,A00217,4060.69,2026-01-24 18:57:00
T4393,A00356,A00189,3210.68,2026-01-05 20:08:00
T7972,A00335,MULE018,9837.11,2026-01-15 14:13:00
T10622,MULE013,MULE011,8994.0,2026-01-08 23:38:00
T10167,MULE013,MULE009,8057.0,2026-01-13 19:14:00
T11511,MULE019,SHELL017,1399.04,2026-01-10 07:42:00
T4218,A00008,A00223,3977.74,2026-01-08 20:43:00
T3489,A00251,A00304,1324.85,2026-01-07 10:22:00
T10953,MULE011,MULE013,8353.0,2026-01-04 23:59:00
T2902,A00352,A00367,4131.65,2026-01-06 02:46:00
T8723,MULE011,MULE004,8658.0,2026-01-21 16:49:00
T12454,SHELL009,A00269,7843.5,2026-01-17 10:02:00
T980,A00363,A00288,3498.45,2026-01-28 22:20:00
T8825,MULE009,MULE006,8641.0,2026-01-15 16:00:00
T2329,A00290,A00232,4511.41,2026-01-18 04:07:00
T9293,MULE012,MULE019,8832.0,2026-01-06 23:44:00
T2806,A00203,A00216,3745.23,2026-01-02 10:31:00
T11644,SHELL004,A00077,6571.3,2026-01-05 01:15:00
T12285,MULE014,SHELL007,621.09,2026-01-10 06:50:00
T136,A00126,A00244,3095.24,2026-01-04 07:32:00
T4985,A00119,A00046,4692.48,2026-01-15 07:11:00
T3992,A00285,A00283,4992.03,2026-01-09 17:58:00
T9458,MULE017,MULE005,8566.0,2026-01-23 02:44:00
T8531,MULE013,MULE002,8337.0,2026-01-20 15:13:00
T654,A00218,A00273,1958.45,2026-01-11 10:51:00
T1122,A00215,A00054,2606.77,2026-01-29 02:41:00
T609,A00090,A00214,4423.0,2026-01-09 00:00:00
T10188,MULE017,MULE020,8281.0,2026-01-13 10:02:00
T12935,MULE020,SHELL002,1325.37,2026-01-23 17:42:00
T8303,MULE006,MULE015,8691.0,2026-01-18 15:56:00
T12224,SHELL001,A00390,11639.89,2026-01-09 09:04:00
T3799,A00382,A00162,2303.57,2026-01-20 08:32:00
T8032,MULE009,MULE016,8915.0,2026-01-27 11:18:00
T8551,MULE017,MULE001,8212.0,2026-01-06 12:26:00
T5478,A00284,A00149,4649.93,2026-01-30 13:50:00
T4383,A00021,A00149,3045.49,2026-01-20 10:06:00
T2110,A00302,A00029,2502.76,2026-01-18 01:16:00
T8903,MULE002,MULE020,8126.0,2026-01-18 00:14:00
T10473,MULE003,MULE005,8925.0,2026-01-08 00:03:00
T10773,MULE011,MULE013,8452.0,2026-01-07 01:31:00
T6509,A00063,A00201,2966.89,2026-01-18 11:55:00
T10207,MULE012,MULE003,8985.0,2026-01-12 09:22:00
T7048,A00121,MULE007,9880.23,2026-01-28 15:18:00
T1741,A00223,A00280,1134.96,2026-01-08 21:24:00
T587,A00236,A00273,1777.4,2026-01-17 02:58:00
T2590,A00196,A00267,1676.02,2026-01-21 03:10:00
T120,A00131,A00023,3573.05,2026-01-01 01:50:00
T4094,A00129,A00090,1815.57,2026-01-10 03:09:00
T7234,A00262,MULE020,9413.35,2026-01-24 14:24:00
T12896,SHELL006,A00111,5802.23,2026-01-16 16:19:00
T10935,MULE003,MULE016,8814.0,2026-01-03 15:39:00
T903,A00077,A00092,4662.68,2026-01-02 14:37:00
T7440,A00078,MULE017,9561.26,2026-01-19 23:43:00
T1044,A00117,A00069,1572.35,2026-01-21 03:59:00
T2309,A00233,A00051,818.11,2026-01-20 08:58:00
T4520,A00385,A00129,2665.01,2026-01-19 13:17:00
T1023,A00244,A00154,486.88,2026-01-02 13:55:00
T8615,MULE012,MULE020,8806.0,2026-01-17 07:14:00
T9888,MULE002,MULE004,8675.0,2026-01-08 15:22:00
T2949,A00329,A00208,4153.54,2026-01-08 12:01:00
T1946,A00174,A00353,650.35,2026-01-22 19:10:00
T2317,A00365,A00235,733.99,2026-01-24 08:32:00
T5509,A00233,A00324,2657.69,2026-01-26 10:39:00
T8776,MULE015,MULE009,8588.0,2026-01-23 05:59:00
T5583,A00049,A00308,4932.77,2026-01-01 20:51:00
T9396,MULE016,MULE018,8110.0,2026-01-27 22:30:00
T8141,MULE006,MULE005,8709.0,2026-01-17 17:47:00
T6045,A00279,A00203,1023.91,2026-01-05 09:15:00
T9465,MULE010,MULE020,8159.0,2026-01-01 16:10:00
T11206,SHELL018,A00350,5169.07,2026-01-14 23:14:00
T8389,MULE020,MULE002,8315.0,2026-01-14 23:54:00
T9476,MULE012,MULE003,8042.0,2026-01-06 00:00:00
T12166,SHELL015,A00348,5587.06,2026-01-02 13:54:00
T11348,SHELL001,A00366,7647.8,2026-01-29 10:39:00
T1062,A00334,A00210,2615.08,2026-01-01 09:43:00
T10408,MULE014,MULE018,8639.0,2026-01-15 14:02:00
T8682,MULE018,MULE001,8850.0,2026-01-16 15:04:00
T2158,A00171,A00121,2407.57,2026-01-17 02:59:00
T5518,A00283,A00075,1473.62,2026-01-28 16:42:00
T9009,MULE020,MULE006,8069.0,2026-01-10 22:38:00
T11796,SHELL019,A00313,10635.58,2026-01-16 18:28:00
T6572,A00202,A00303,3429.17,2026-01-09 00:38:00
T151,A00164,A00277,494.83,2026-01-07 20:44:00
T5859,A00072,A00216,4844.03,2026-01-22 03:06:00
T1347,A00047,A00075,2411.18,2026-01-28 07:37:00
T4415,A00386,A00212,4214.88,2026-01-17 11:05:00
T8442,MULE019,MULE004,8064.0,2026-01-24 10:31:00
T12134,SHELL014,A00107,10190.48,2026-01-04 17:44:00
T8078,MULE017,MULE010,8795.0,2026-01-11 05:39:00
T922,A00235,A00383,516.02,2026-01-05 08:23:00
T1603,A00316,A00251,3470.53,2026-01-21 19:45:00
T5562,A00207,A00114,3454.55,2026-01-04 03:03:00
T5830,A00169,A00220,1430.93,2026-01-26 22:07:00
T7466,A00061,MULE012,9283.67,2026-01-03 04:18:00
T1209,A00104,A00318,4357.36,2026-01-21 03:56:00
T7457,A00274,MULE015,9850.23,2026-01-14 14:40:00
T12287,MULE003,SHELL017,608.23,2026-01-23 17:48:00
T2288,A00106,A00279,3159.36,2026-01-29 03:13:00
T4979,A00010,A00285,4013.47,2026-01-23 09:29:00
T4527,A00231,A00303,3973.57,2026-01-07 08:44:00
T5479,A00125,A00329,4722.69,2026-01-27 20:02:00
T1624,A00194,A00282,1964.97,2026-01-08 18:39:00
T9929,MULE020,MULE009,8112.0,2026-01-19 08:10:00
T12972,SHELL007,A00398,5486.44,2026-01-21 17:04:00
T5182,A00143,A00155,1257.81,2026-01-18 15:38:00
T7094,A00021,MULE008,9705.88,2026-01-09 16:31:00
T4673,A00320,A00017,3952.12,2026-01-30 00:57:00
T2040,A00016,A00051,3715.21,2026-01-04 02:31:00
T12892,SHELL005,A00238,3267.42,2026-01-18 17:38:00
T9629,MULE009,MULE007,8402.0,2026-01-10 11:52:00
T10305,MULE001,MULE006,8696.0,2026-01-24 18:26:00
T358,A00161,A00341,1348.96,2026-01-07 22:43:00
T9782,MULE013,MULE014,8334.0,2026-01-29 10:20:00
T12693,MULE015,SHELL010,1339.51,2026-01-18 15:37:00
T750,A00185,A00129,4726.69,2026-01-29 10:42:00
T6378,A00012,A00297,4779.23,2026-01-05 04:51:00
T4395,A00286,A00360,2169.05,2026-01-03 23:11:00
T9333,MULE002,MULE007,8497.0,2026-01-24 08:49:00
T539,A00214,A00317,3231.06,2026-01-23 15:59:00
T9710,MULE017,MULE018,8115.0,2026-01-15 01:37:00
T1115,A00025,A00305,4973.93,2026-01-05 22:05:00
T4090,A00379,A00074,2265.92,2026-01-02 20:50:00
